,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
8082,230654,Júnior Tavares,21,Brazil,65,74,Sampdoria,725.0,5.0,Left,1.0,3.0,LB,2018,2021-01-01,177.79999999999998,69.008,1400.0
8083,242686,M. Breij,21,Netherlands,65,73,FC Groningen,800.0,2.0,Right,1.0,3.0,CAM,2016,2019-01-01,180.34,72.186,1300.0
8084,224255,C. Vergara,24,Chile,65,70,Club Deportes Temuco,625.0,1.0,Right,1.0,2.0,CB,2015,2023-01-01,175.26,69.916,891.0
8085,232447,Y. Rokutan,31,Japan,65,65,Shimizu S-Pulse,325.0,1.0,Right,1.0,1.0,GK,2017,2021-01-01,187.96,79.904,406.0
8086,176383,T. Danneberg,32,Germany,65,65,VfL Osnabrück,400.0,1.0,Right,1.0,2.0,CM,2017,2019-01-01,187.96,73.09400000000001,580.0
8087,212736,B. Kwiecień,24,Poland,64,70,Jagiellonia Białystok,525.0,2.0,Right,1.0,2.0,CDM,2017,2021-01-01,185.42,79.904,814.0
8088,233216,P. Tietz,20,Germany,64,71,FC Carl Zeiss Jena,650.0,3.0,Right,1.0,2.0,LS,2016,2019-06-30,190.5,81.266,4585.06080634501
8089,176384,M. Gostomski,29,Poland,64,64,Cracovia,300.0,1.0,Right,1.0,1.0,GK,2018,2021-01-01,195.58,89.892,405.0
8090,212481,R. Klingenburg,24,Germany,64,68,SC Preußen Münster,575.0,1.0,Right,1.0,3.0,LCM,2018,2019-01-01,187.96,83.08200000000001,877.0
8091,230145,A. Piu,21,Italy,64,75,Carpi,775.0,3.0,Right,1.0,3.0,LW,2016,2019-06-30,185.42,77.18,4585.06080634501
8092,238593,M. Heyer,23,Germany,64,70,Hallescher FC,525.0,1.0,Right,1.0,2.0,CB,2018,2019-01-01,182.88,76.272,866.0
8093,176897,Y. Opazo,33,Chile,64,64,Curicó Unido,170.0,1.0,Right,1.0,2.0,RB,2018,2018-01-01,175.26,73.09400000000001,230.0
8094,196353,C. Hussey,29,England,64,64,Cheltenham Town,350.0,3.0,Left,1.0,2.0,LWB,2018,2020-01-01,177.79999999999998,64.922,613.0
8095,216322,J. Hiwula,23,England,64,71,Coventry City,650.0,3.0,Right,1.0,2.0,LM,2018,2020-01-01,177.79999999999998,76.272,1300.0
8096,224770,S. Kashket,22,England,64,76,Wycombe Wanderers,800.0,2.0,Left,1.0,3.0,RW,2016,2019-01-01,175.26,66.284,1600.0
8097,225026,E. Björkander,22,Sweden,64,73,GIF Sundsvall,600.0,1.0,Right,1.0,2.0,CB,2016,2018-01-01,182.88,73.09400000000001,870.0
8098,201219,D. Giorico,26,Italy,64,66,Carpi,525.0,1.0,Right,1.0,3.0,CM,2017,2021-01-01,177.79999999999998,69.916,853.0
8099,229379,L. de la Torre,20,United States,64,76,Fulham,800.0,8.0,Left,1.0,3.0,CAM,2015,2020-01-01,177.79999999999998,68.10000000000001,1700.0
8100,230403,Peixotacinho,34,Brazil,64,64,Bahia,140.0,3.0,Right,1.0,2.0,CB,2018,2021-01-01,187.96,83.08200000000001,266.0
8101,231171,N. Hazazi,25,Saudi Arabia,64,66,Al Qadisiyah,450.0,4.0,Right,1.0,2.0,LCM,2012,2021-01-01,175.26,69.916,776.0
8102,232963,T. Kanamori,24,Japan,64,70,Kashima Antlers,625.0,3.0,Right,1.0,3.0,ST,2017,2021-01-01,170.18,74.002,938.0
8103,244739,E. Moreno,24,Colombia,64,70,Deportivo Pasto,600.0,1.0,Left,1.0,3.0,RDM,2018,2021-01-01,175.26,68.10000000000001,930.0
8104,199684,P. Malarczyk,26,Poland,64,65,Korona Kielce,450.0,1.0,Right,1.0,2.0,CB,2018,2020-01-01,187.96,79.904,641.0
8105,220676,V. Bergan,23,Norway,64,73,Odds BK,600.0,1.0,Right,1.0,2.0,LCB,2013,2019-01-01,193.04,84.898,870.0
8106,241924,W. Vorsager,21,Austria,64,73,FC Admira Wacker Mödling,600.0,2.0,Right,1.0,2.0,LCB,2017,2020-01-01,187.96,78.08800000000001,990.0
8107,177668,A. Bischoff,31,Portugal,64,64,FC Hansa Rostock,375.0,1.0,Right,1.0,3.0,CM,2017,2019-01-01,177.79999999999998,73.09400000000001,544.0
8108,209413,M. Matras,27,Poland,64,65,Zagłębie Lubin,425.0,2.0,Right,1.0,2.0,CDM,2018,2020-01-01,193.04,88.07600000000001,606.0
8109,220421,H. Kamara,24,France,64,68,Stade de Reims,600.0,4.0,Left,1.0,3.0,LM,2015,2019-01-01,167.64000000000001,67.19200000000001,1200.0
8110,228613,F. Al Masrahi,25,Saudi Arabia,64,67,Al Qadisiyah,400.0,3.0,Left,1.0,1.0,GK,2013,2023-01-01,180.34,92.162,690.0
8111,230917,Adrián Gómez,24,Spain,64,73,Albacete BP,600.0,2.0,Right,1.0,2.0,CB,2014,2020-01-01,180.34,74.91,1100.0
8112,190981,M. Bakenga,25,Norway,64,67,Tromsø IL,575.0,1.0,Right,1.0,2.0,LS,2017,2019-01-01,180.34,77.18,762.0
8113,206598,D. Berntsen,25,Norway,64,67,Tromsø IL,575.0,1.0,Left,1.0,3.0,CAM,2018,2020-01-01,175.26,64.922,762.0
8114,232454,Y. Hiraoka,32,Japan,64,64,Vegalta Sendai,260.0,1.0,Right,1.0,2.0,RCB,2016,2021-01-01,182.88,69.916,325.0
8115,234502,K. Enghardt,26,Denmark,64,66,Randers FC,450.0,3.0,Left,1.0,2.0,CB,2016,2019-01-01,185.42,83.08200000000001,596.0
8116,177414,T. Pope,32,England,64,64,Port Vale,350.0,4.0,Right,1.0,2.0,RS,2017,2019-01-01,190.5,86.26,613.0
8117,190983,R. Kiernan,27,Republic of Ireland,64,64,Southend United,375.0,2.0,Right,1.0,2.0,CB,2017,2020-01-01,185.42,77.18,656.0
8118,217096,J. Lumley,23,England,64,73,Queens Park Rangers,525.0,2.0,Right,1.0,1.0,GK,2013,2021-01-01,190.5,73.09400000000001,1100.0
8119,223752,M. Torres,22,Colombia,64,76,Atlético Bucaramanga,700.0,1.0,Right,1.0,2.0,RCB,2017,2023-01-01,182.88,74.91,1100.0
8120,228616,D. Bertaud,20,France,64,76,Montpellier HSC,650.0,3.0,Right,1.0,1.0,GK,2017,2023-01-01,180.34,84.898,1400.0
8121,232456,K. Oiwa,28,Japan,64,64,Vegalta Sendai,375.0,1.0,Right,1.0,2.0,CB,2016,2021-01-01,182.88,78.08800000000001,469.0
8122,233736,J. Ramírez,20,Colombia,64,77,Atlético Nacional,850.0,1.0,Left,1.0,3.0,CM,2018,2021-01-01,182.88,76.272,1700.0
8123,238344,Pablo Fernández,21,Spain,64,72,Real Sporting de Gijón,675.0,2.0,Right,1.0,2.0,ST,2015,2019-01-01,193.04,84.898,1200.0
8124,187144,Cho Soo Hyuk,31,Korea Republic,64,64,Ulsan Hyundai FC,270.0,2.0,Right,1.0,1.0,GK,2017,2021-01-01,187.96,76.272,338.0
8125,192264,Z. Jovanovic,31,Sweden,64,64,Trelleborgs FF,400.0,1.0,Left,1.0,3.0,CAM,2009,2019-01-01,170.18,58.112,500.0
8126,215817,D. Islamovic,24,Sweden,64,71,Östersunds FK,650.0,1.0,Left,1.0,2.0,ST,2018,2019-01-01,190.5,88.07600000000001,943.0
8127,234249,S. Surridge,19,England,64,77,Oldham Athletic,850.0,7.0,Right,1.0,2.0,ST,2016,2019-06-30,190.5,77.18,4585.06080634501
8128,236553,E. Huth,21,Germany,64,74,1. FC Kaiserslautern,750.0,1.0,Right,1.0,3.0,ST,2018,2021-01-01,185.42,78.08800000000001,1200.0
8129,241929,E. Pereyra,19,Argentina,64,79,San Lorenzo de Almagro,875.0,2.0,Left,1.0,2.0,LB,2017,2021-01-01,172.72,69.008,1900.0
8130,138251,R. Foster,32,Scotland,64,64,St. Johnstone FC,250.0,2.0,Right,1.0,2.0,RB,2016,2019-01-01,175.26,73.09400000000001,438.0
8131,169483,X. Tomas,32,France,64,64,Red Star FC,260.0,2.0,Right,1.0,2.0,CB,2018,2023-01-01,193.04,83.08200000000001,455.0
8132,236043,D. Batty,20,England,64,78,Hull City,900.0,4.0,Right,1.0,3.0,RDM,2016,2020-01-01,177.79999999999998,73.09400000000001,2300.0
8133,225036,R. Steer,36,Colombia,64,64,Once Caldas,160.0,1.0,Right,1.0,2.0,ST,2018,2023-01-01,182.88,78.99600000000001,216.0
8134,230412,Mateus Couteira,34,Brazil,64,64,Paraná,140.0,4.0,Right,1.0,2.0,CB,2018,2021-01-01,177.79999999999998,74.91,266.0
8135,231436,G. Diangana,20,England,64,79,West Ham United,1000.0,10.0,Left,1.0,4.0,RM,2015,2020-01-01,175.26,73.09400000000001,2500.0
8136,240908,F. Aksoy,20,Turkey,64,75,Beşiktaş JK,675.0,6.0,Right,1.0,2.0,CB,2015,2022-01-01,187.96,78.08800000000001,1400.0
8137,193804,M. Tootle,27,England,64,64,Notts County,375.0,4.0,Right,1.0,2.0,RB,2016,2020-01-01,172.72,77.18,656.0
8138,212237,D. Wein,24,Germany,64,69,TSV 1860 München,500.0,2.0,Right,1.0,2.0,RCM,2017,2021-01-01,185.42,81.266,763.0
8139,214285,M. Bravo,25,Chile,64,68,San Luis de Quillota,475.0,1.0,Left,1.0,2.0,LB,2017,2019-01-01,172.72,72.186,677.0
8140,167437,D. Stroh-Engel,32,Germany,64,64,Karlsruher SC,350.0,2.0,Right,1.0,2.0,ST,2017,2019-01-01,198.12,93.97800000000001,508.0
8141,211982,N. Neidhart,23,Germany,64,70,VfL Sportfreunde Lotte,525.0,1.0,Right,1.0,2.0,LB,2015,2019-01-01,177.79999999999998,68.10000000000001,866.0
8142,221710,J. Ockford,26,United States,64,66,San Jose Earthquakes,450.0,2.0,Right,1.0,2.0,CB,2018,2023-01-01,185.42,83.08200000000001,686.0
8143,224270,B. Gschweidl,22,Austria,64,68,Wolfsberger AC,600.0,3.0,Right,1.0,2.0,ST,2017,2019-01-01,177.79999999999998,73.09400000000001,915.0
8144,238863,Marcel,25,Brazil,64,69,Portimonense SC,500.0,2.0,Right,1.0,2.0,CDM,2015,2019-01-01,187.96,78.99600000000001,1100.0
8145,239119,L. Leahy,25,England,64,66,Walsall,450.0,2.0,Left,1.0,2.0,LB,2017,2019-01-01,177.79999999999998,73.09400000000001,821.0
8146,177679,D. Vržogić,28,Germany,64,64,SV Meppen,350.0,1.0,Left,1.0,3.0,LB,2016,2020-01-01,180.34,68.10000000000001,508.0
8147,244751,S. Coulibaly,23,France,64,71,Dijon FCO,550.0,3.0,Right,1.0,2.0,CB,2018,2020-01-01,193.04,78.99600000000001,1200.0
8148,226576,A. Rodríguez,25,Colombia,64,69,Independiente Santa Fe,600.0,11.0,Right,1.0,3.0,ST,2016,2019-06-30,175.26,74.002,4585.06080634501
8149,228624,M. Khubrani,24,Saudi Arabia,64,68,Al Qadisiyah,500.0,4.0,Right,1.0,2.0,CB,2014,2021-01-01,180.34,68.10000000000001,863.0
8150,163856,C. Dagnall,32,England,64,64,Bury,350.0,4.0,Right,1.0,2.0,ST,2018,2019-01-01,172.72,74.91,613.0
8151,230416,Vasquão Junior,30,Brazil,64,64,Atlético Paranaense,325.0,3.0,Right,1.0,2.0,CB,2018,2021-01-01,187.96,86.26,618.0
8152,241680,F. Björkén,27,Sweden,64,65,IF Brommapojkarna,425.0,1.0,Right,1.0,3.0,RB,2018,2019-01-01,180.34,69.916,563.0
8153,181521,S. Saunders,34,England,64,64,Wycombe Wanderers,220.0,2.0,Right,1.0,3.0,CM,2017,2019-01-01,172.72,69.916,385.0
8154,200210,A. Sarcevic,26,England,64,66,Plymouth Argyle,525.0,3.0,Right,1.0,3.0,RCM,2017,2020-01-01,182.88,71.278,958.0
8155,221970,P. Zieliński,27,Poland,64,64,Miedź Legnica,375.0,1.0,Right,1.0,2.0,RM,2017,2019-01-01,177.79999999999998,78.99600000000001,506.0
8156,230674,F. Alastra,20,Italy,64,75,Palermo,600.0,1.0,Right,1.0,1.0,GK,2015,2021-01-01,185.42,78.99600000000001,1100.0
8157,235026,O. Richards,19,England,64,79,Reading,875.0,3.0,Left,1.0,2.0,LB,2016,2021-01-01,170.18,69.008,2200.0
8158,242450,Y. Andia,25,Chile,64,67,Unión La Calera,550.0,1.0,Right,1.0,3.0,LCM,2018,2018-01-01,175.26,71.278,784.0
8159,182802,Wang Yun,35,China PR,64,64,Shanghai Greenland Shenhua FC,190.0,3.0,Right,1.0,3.0,CM,2015,2018-01-01,175.26,74.91,409.0
8160,197907,M. Sansores,27,Mexico,64,65,Monarcas Morelia,525.0,3.0,Right,1.0,2.0,RS,2014,2022-01-01,175.26,73.09400000000001,932.0
8161,214035,J. Martínez,24,Colombia,64,70,Envigado FC,450.0,1.0,Right,1.0,1.0,GK,2012,2019-01-01,182.88,78.99600000000001,698.0
8162,241171,A. Obispo,19,Netherlands,64,78,PSV,875.0,1.0,Left,1.0,2.0,CB,2017,2021-01-01,185.42,78.99600000000001,1800.0
8163,200980,S. Lawless,27,Scotland,64,64,Livingston FC,375.0,2.0,Left,1.0,3.0,RWB,2018,2019-01-01,170.18,64.922,656.0
8164,226580,S. Saucedo,21,United States,64,74,Real Salt Lake,725.0,2.0,Right,1.0,3.0,LW,2014,2023-01-01,170.18,66.284,1200.0
8165,236308,R. Marchizza,20,Italy,64,78,Crotone,900.0,6.0,Left,1.0,2.0,CB,2016,2019-06-30,187.96,79.904,4585.06080634501
8166,242708,M. Adams,21,England,64,75,Chicago Fire,675.0,1.0,Right,1.0,2.0,CDM,2018,2019-01-01,167.64000000000001,74.91,1100.0
8167,192020,C. Orrantía,27,Mexico,64,65,Santos Laguna,425.0,4.0,Right,1.0,3.0,RB,2014,2021-01-01,175.26,63.106,754.0
8168,222485,B. Bellot,27,Germany,64,64,Brøndby IF,300.0,4.0,Right,1.0,1.0,GK,2017,2019-01-01,185.42,82.174,390.0
8169,224789,G. Zampano,24,Italy,64,67,Venezia FC,575.0,1.0,Right,1.0,2.0,RM,2017,2019-01-01,177.79999999999998,69.916,934.0
8170,231701,Y. Díaz,26,Colombia,64,64,Rionegro Águilas,475.0,1.0,Right,1.0,2.0,RM,2016,2021-01-01,177.79999999999998,69.916,641.0
8171,54037,T. Berni,35,Italy,64,64,Inter,110.0,5.0,Right,1.0,1.0,GK,2017,2019-01-01,185.42,79.904,187.0
8172,193557,F. Nouble,26,England,64,64,Colchester United,475.0,4.0,Right,1.0,3.0,ST,2018,2020-01-01,190.5,82.174,831.0
8173,156438,T. Gebauer,36,Austria,64,64,LASK Linz,60.0,1.0,Right,1.0,1.0,GK,2018,2021-01-01,193.04,88.07600000000001,87.0
8174,207639,C. Reilly,24,Republic of Ireland,64,67,Gillingham,575.0,2.0,Left,1.0,2.0,CM,2018,2020-01-01,185.42,78.08800000000001,1000.0
8175,210711,B. Rowe,29,United States,64,65,Vancouver Whitecaps FC,350.0,2.0,Right,1.0,1.0,GK,2017,2018-01-01,185.42,83.99000000000001,551.0
8176,211991,M. Vitzthum,26,Germany,64,66,SG Sonnenhof Großaspach,450.0,1.0,Left,1.0,2.0,LDM,2017,2019-01-01,185.42,78.08800000000001,686.0
8177,223767,O. Özdemir,23,Turkey,64,70,1. FC Kaiserslautern,525.0,1.0,Right,1.0,2.0,CB,2018,2021-01-01,187.96,83.99000000000001,866.0
8178,229655,Alberto Varo,25,Spain,64,70,CD Lugo,450.0,2.0,Right,1.0,1.0,GK,2018,2020-01-01,190.5,83.08200000000001,810.0
8179,234007,Claudio Mouria,26,Brazil,64,64,Santos,475.0,4.0,Right,1.0,2.0,CAM,2018,2021-01-01,182.88,78.08800000000001,903.0
8180,222488,N. Fazzi,23,Italy,64,69,Livorno,500.0,4.0,Right,1.0,2.0,LM,2016,2019-06-30,182.88,78.08800000000001,4585.06080634501
8181,234520,R. Cepeda,24,Chile,64,71,Club Deportes Temuco,625.0,1.0,Right,1.0,2.0,CM,2015,2021-01-01,167.64000000000001,66.284,969.0
8182,237848,E. Zaldívar,21,Mexico,64,74,Club Atlas,725.0,3.0,Right,1.0,3.0,CM,2016,2021-01-01,175.26,72.186,1400.0
8183,238104,Zhu Jianrong,26,China PR,64,65,Shanghai Greenland Shenhua FC,550.0,4.0,Left,1.0,2.0,ST,2017,2020-01-01,185.42,82.174,1200.0
8184,205593,M. Chacón,24,Netherlands,64,68,FC Emmen,575.0,2.0,Right,1.0,2.0,LCM,2017,2019-01-01,175.26,72.186,877.0
8185,214041,S. Londoño,23,Colombia,64,74,Envigado FC,550.0,1.0,Right,1.0,1.0,GK,2012,2018-01-01,182.88,69.916,853.0
8186,214809,S. Luna,30,Argentina,64,64,Belgrano de Córdoba,325.0,3.0,Right,1.0,2.0,RB,2016,2023-01-01,177.79999999999998,78.08800000000001,471.0
8187,229401,N. Mason,21,England,64,71,Doncaster Rovers,550.0,2.0,Right,1.0,2.0,RB,2017,2019-01-01,180.34,78.08800000000001,1100.0
8188,234521,S. Skytte,21,Denmark,64,75,AC Horsens,775.0,4.0,Right,1.0,3.0,CM,2016,2019-06-30,190.5,94.88600000000001,4585.06080634501
8189,238617,G. Ruggiero,18,Italy,64,80,Palermo,850.0,1.0,Right,1.0,2.0,CDM,2016,2020-01-01,177.79999999999998,78.08800000000001,1900.0
8190,204058,M. Legittimo,29,Italy,64,64,Cosenza,350.0,1.0,Left,1.0,2.0,LCB,2018,2020-01-01,182.88,76.272,543.0
8191,176922,F. Assmann,32,Argentina,64,64,Club Atlético Aldosivi,260.0,2.0,Right,1.0,1.0,GK,2018,2021-01-01,190.5,82.174,377.0
8192,242714,C. Mueller,21,United States,64,76,Orlando City SC,800.0,1.0,Right,1.0,3.0,RM,2018,2019-01-01,175.26,74.002,1400.0
8193,243994,Willy,29,Spain,64,64,Extremadura UD,450.0,2.0,Right,1.0,2.0,ST,2014,2020-01-01,185.42,77.18,698.0
8194,244250,P. Owusu,21,Germany,64,72,DSC Arminia Bielefeld,675.0,3.0,Left,1.0,2.0,ST,2018,2021-01-01,190.5,87.168,1200.0
8195,244762,L. Diaby Fadiga,17,France,64,80,OGC Nice,900.0,4.0,Left,1.0,3.0,ST,2018,2021-01-01,187.96,82.174,2300.0
8196,212251,H. Hansen,23,Germany,64,69,FC Würzburger Kickers,500.0,2.0,Right,1.0,2.0,CB,2017,2019-01-01,195.58,88.07600000000001,763.0
8197,232731,R. Hayasaka,32,Japan,64,64,Hokkaido Consadole Sapporo,350.0,1.0,Right,1.0,3.0,LCM,2017,2021-01-01,182.88,73.09400000000001,438.0
8198,230684,J. Marimón,19,Colombia,64,75,Royal Excel Mouscron,650.0,1.0,Right,1.0,2.0,CDM,2018,2022-01-01,182.88,76.272,1100.0
8199,238108,Jiang Tao,29,China PR,64,64,Beijing Sinobo Guoan FC,350.0,4.0,Right,1.0,2.0,RB,2017,2019-01-01,182.88,76.272,770.0
8200,239388,F. Bechtholdt,24,Argentina,64,67,Curicó Unido,475.0,1.0,Right,1.0,2.0,CDM,2012,2018-01-01,177.79999999999998,74.002,677.0
8201,199197,P. Salomon,30,Austria,64,64,SV Mattersburg,425.0,5.0,Right,1.0,2.0,LCM,2018,2019-01-01,177.79999999999998,69.916,616.0
8202,232733,A. Fukuta,26,Japan,64,65,Sagan Tosu,525.0,1.0,Right,1.0,3.0,RAM,2014,2021-01-01,170.18,64.922,696.0
8203,234525,A. Carleton,18,United States,64,80,Atlanta United,925.0,1.0,Right,1.0,3.0,LM,2017,2019-01-01,170.18,66.284,2000.0
8204,234781,Martínez,25,Spain,64,68,Granada CF,500.0,4.0,Left,1.0,2.0,LCB,2016,2019-06-30,187.96,79.904,4585.06080634501
8205,236573,Pablo Vázquez,23,Spain,64,72,Granada CF,575.0,2.0,Right,1.0,2.0,CB,2017,2020-01-01,185.42,82.174,1000.0
8206,182045,Rong Hao,31,China PR,64,64,Shanghai Greenland Shenhua FC,300.0,4.0,Left,1.0,2.0,LB,2016,2018-12-31,177.79999999999998,72.186,4585.06080634501
8207,155422,J. Szmatuła,37,Poland,64,64,Piast Gliwice,30.0,1.0,Right,1.0,1.0,GK,2008,2019-01-01,187.96,81.266,41.0
8208,228894,J. Ward,22,England,64,72,Peterborough United,675.0,3.0,Right,1.0,3.0,RM,2018,2020-01-01,167.64000000000001,68.10000000000001,1300.0
8209,223263,Z. Gordon,25,Scotland,64,68,Hamilton Academical FC,475.0,2.0,Right,1.0,2.0,RCB,2018,2019-01-01,180.34,77.18,867.0
8210,232479,T. Nishimura,21,Japan,64,70,PFC CSKA Moscow,625.0,1.0,Right,1.0,2.0,CF,2018,2022-01-01,177.79999999999998,69.916,1500.0
8211,240415,André Sousa,20,Portugal,64,75,Vitória de Setúbal,675.0,1.0,Left,1.0,2.0,LB,2017,2020-01-01,175.26,67.19200000000001,1600.0
8212,241695,J. Amon,19,United States,64,79,FC Nordsjælland,975.0,2.0,Right,1.0,3.0,LW,2016,2022-01-01,175.26,71.278,1800.0
8213,245535,A. Parmak,23,Turkey,64,70,Trabzonspor,625.0,6.0,Right,1.0,3.0,LM,2018,2020-01-01,175.26,69.916,1400.0
8214,188959,C. Gustafsson,31,Sweden,64,64,IK Sirius,375.0,1.0,Right,1.0,2.0,RDM,2017,2019-01-01,180.34,76.272,469.0
8215,190239,J. Bowery,26,England,64,65,Crewe Alexandra,550.0,5.0,Right,2.0,2.0,RS,2017,2019-01-01,185.42,76.272,1000.0
8216,224544,Zhao Honglue,28,China PR,64,64,Tianjin TEDA FC,350.0,3.0,Left,1.0,3.0,LB,2016,2020-01-01,180.34,76.272,753.0
8217,176928,J. Arvidsson,33,Sweden,64,64,IK Sirius,170.0,1.0,Left,1.0,2.0,LB,2016,2020-01-01,180.34,78.99600000000001,213.0
8218,203297,Cidinho,25,Brazil,64,69,AS Béziers,600.0,1.0,Right,1.0,3.0,CAM,2017,2022-01-01,170.18,63.106,1100.0
8219,243745,Marcelo Freitas,24,Brazil,64,68,FC Energie Cottbus,575.0,1.0,Right,1.0,3.0,CM,2017,2019-01-01,182.88,76.272,877.0
8220,209954,B. Jopek,24,Germany,64,69,Hallescher FC,600.0,1.0,Left,1.0,3.0,CM,2018,2020-01-01,182.88,77.18,915.0
8221,233506,A. Masuyama,21,Japan,64,69,Vissel Kobe,600.0,2.0,Right,1.0,3.0,RW,2015,2021-01-01,172.72,72.186,795.0
8222,239394,F. Flecker,22,Austria,64,72,TSV Hartberg,675.0,2.0,Right,1.0,3.0,RM,2018,2019-01-01,172.72,69.916,1100.0
8223,243746,M. Zimmer,25,Germany,64,67,FC Energie Cottbus,575.0,1.0,Right,1.0,3.0,CAM,2017,2019-01-01,175.26,72.186,877.0
8224,245538,K. Furuhashi,23,Japan,64,69,Vissel Kobe,600.0,2.0,Right,1.0,3.0,ST,2018,2021-01-01,170.18,63.106,795.0
8225,238627,M. Dembélé,21,France,64,72,AS Nancy Lorraine,675.0,2.0,Right,1.0,2.0,ST,2017,2020-01-01,182.88,74.91,1300.0
8226,241187,L. Geertruida,17,Netherlands,64,80,Feyenoord,800.0,1.0,Right,1.0,2.0,CB,2017,2020-01-01,185.42,74.002,1600.0
8227,229412,Julen López,22,Spain,64,74,SD Eibar,625.0,4.0,Left,1.0,2.0,CB,2015,2021-01-01,190.5,83.99000000000001,1400.0
8228,220197,K. Bryan,21,England,64,77,Sheffield United,775.0,2.0,Left,1.0,2.0,CB,2018,2021-01-01,185.42,72.186,2000.0
8229,234021,Joaninho Chagas,30,Brazil,64,64,Sport Club do Recife,425.0,4.0,Right,1.0,2.0,CAM,2018,2021-01-01,177.79999999999998,69.916,808.0
8230,235301,P. Schmidt,19,Austria,64,74,FC Admira Wacker Mödling,725.0,2.0,Right,1.0,2.0,ST,2016,2020-01-01,177.79999999999998,73.09400000000001,1200.0
8231,173349,L. Ainsworth,30,England,64,64,Plymouth Argyle,425.0,3.0,Right,1.0,3.0,RM,2017,2019-01-01,165.10000000000002,59.928000000000004,744.0
8232,240677,M. Ellingsen,23,Norway,64,72,Molde FK,650.0,2.0,Left,1.0,3.0,CM,2017,2020-01-01,180.34,74.91,943.0
8233,243749,S. Mamba,24,Germany,64,68,FC Energie Cottbus,600.0,1.0,Right,1.0,2.0,RS,2016,2019-01-01,177.79999999999998,74.91,915.0
8234,222246,R. Marquez,26,United States,64,65,Philadelphia Union,450.0,2.0,Right,1.0,2.0,CB,2014,2023-01-01,187.96,83.99000000000001,709.0
8235,230694,I. Çipe,23,Turkey,64,73,Galatasaray SK,525.0,7.0,Right,1.0,1.0,GK,2014,2019-01-01,198.12,82.174,1100.0
8236,241190,T. Knöll,20,Germany,64,75,1. FC Nürnberg,775.0,4.0,Right,1.0,2.0,ST,2018,2020-01-01,182.88,79.904,1600.0
8237,200487,P. Prosenik,25,Austria,64,67,SV Mattersburg,575.0,5.0,Left,1.0,2.0,ST,2018,2019-01-01,187.96,79.904,877.0
8238,238631,L. Schnellbacher,24,Germany,64,69,VfR Aalen,625.0,1.0,Right,1.0,3.0,ST,2017,2019-01-01,180.34,76.272,953.0
8239,245287,Sergio López,19,Spain,64,80,Real Madrid,875.0,9.0,Right,1.0,3.0,RB,2018,2019-01-01,177.79999999999998,66.284,2300.0
8240,197928,J. Bond,25,England,64,69,West Bromwich Albion,425.0,5.0,Right,1.0,1.0,GK,2018,2020-01-01,193.04,83.99000000000001,839.0
8241,231720,Q. Braat,20,France,64,75,FC Nantes,600.0,3.0,Right,1.0,1.0,GK,2015,2020-01-01,193.04,89.892,1300.0
8242,232488,C. Romero,20,Argentina,64,78,Genoa,900.0,2.0,Right,1.0,2.0,CB,2018,2021-01-01,185.42,78.99600000000001,2100.0
8243,234024,Mairdel Sampaio,30,Brazil,64,64,América FC (Minas Gerais),425.0,4.0,Right,1.0,3.0,CAM,2018,2021-01-01,175.26,71.278,808.0
8244,240680,A. Absalem,21,Netherlands,64,72,FC Groningen,575.0,2.0,Left,1.0,2.0,LB,2017,2019-01-01,175.26,69.916,949.0
8245,187176,Lee Yun Pyo,33,Korea Republic,64,64,Incheon United FC,180.0,1.0,Right,1.0,2.0,LCB,2011,2021-01-01,182.88,78.99600000000001,225.0
8246,202025,J. Faucher,26,France,64,65,Red Star FC,550.0,2.0,Right,1.0,3.0,ST,2018,2020-01-01,175.26,68.10000000000001,1000.0
8247,209193,P. Wiegers,28,Germany,64,65,SG Dynamo Dresden,375.0,4.0,Right,1.0,1.0,GK,2014,2020-01-01,185.42,86.26,628.0
8248,221481,J. Cano,28,Colombia,64,64,Jaguares de Córdoba,475.0,1.0,Left,1.0,3.0,LM,2018,2023-01-01,180.34,77.18,641.0
8249,236841,J. Cortizo,22,Mexico,64,72,Querétaro,675.0,2.0,Left,1.0,3.0,LW,2016,2020-01-01,172.72,69.916,1300.0
8250,238633,P. Breitkreuz,26,Germany,64,65,FC Würzburger Kickers,550.0,2.0,Right,1.0,2.0,ST,2018,2020-01-01,187.96,88.98400000000001,839.0
8251,215338,K. Rendón,25,Colombia,64,69,Itagüí Leones FC,600.0,1.0,Right,1.0,2.0,CM,2018,2023-01-01,182.88,74.002,855.0
8252,188970,J. Mårtensson,29,Sweden,64,64,Örebro SK,425.0,2.0,Right,1.0,2.0,RCM,2017,2019-01-01,180.34,74.91,531.0
8253,234795,A. Bernede,19,France,64,75,Paris Saint-Germain,750.0,6.0,Left,1.0,3.0,CAM,2018,2019-01-01,177.79999999999998,74.002,1500.0
8254,242219,R. Iio,27,Japan,64,64,V-Varen Nagasaki,475.0,1.0,Left,1.0,3.0,RM,2017,2018-01-01,175.26,69.008,594.0
8255,192043,A. Zamora,26,Mexico,64,65,Puebla FC,450.0,2.0,Right,1.0,2.0,CB,2018,2021-01-01,180.34,74.91,799.0
